Order,Family,Genus,scientificName,Authority,NCBI_id
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,2212463
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,2201909
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,980633
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,698665
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,555516
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,425399
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,425398
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,267973
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,267971
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,242986
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,191320
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,191319
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,191318
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,173368
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,173367
Ephedrales,Ephedraceae,Ephedra,Ephedra sp.,NA,41991
Ephedrales,Ephedraceae,Ephedra,Ephedra intermedia var. tibetica,Stapf,1303468
Ephedrales,Ephedraceae,Ephedra,Ephedra equisetifolia,NA,49760
Ephedrales,Ephedraceae,Ephedra,Ephedra saxatilis var. mairei,NA,1303470
Ephedrales,Ephedraceae,Ephedra,Ephedra saxatilis var. sikkimensis,(Stapf)_Florin,289428
Ephedrales,Ephedraceae,Ephedra,Ephedra major subsp. major,NA,288837
Ephedrales,Ephedraceae,Ephedra,Ephedra sinica var. pumila,NA,289844
Ephedrales,Ephedraceae,Ephedra,Ephedra altissima var. algerica,Stapf,289429
Ephedrales,Ephedraceae,Ephedra,Ephedra tweediana,NA,3390
Gnetales,Gnetaceae,Gnetum,Gnetum sp.,NA,2048629
Gnetales,Gnetaceae,Gnetum,Gnetum sp.,NA,225695
Gnetales,Gnetaceae,Gnetum,Gnetum sp.,NA,225601
Gnetales,Gnetaceae,Gnetum,Gnetum sp.,NA,225600
Cycadales,Cycadaceae,Epicycas,Cycas sp.,NA,257878
Cycadales,Cycadaceae,Epicycas,Cycas sp.,NA,257876
Cycadales,Cycadaceae,Epicycas,Cycas longipetiolula,NA,2004566
Cycadales,Cycadaceae,Epicycas,Cycas lanepoolei,NA,2004563
Cycadales,Cycadaceae,Epicycas,Cycas x multifrondis,NA,1935952
Cycadales,Cycadaceae,Epicycas,Cycas petraea,NA,1115378
Cycadales,Cycadaceae,Epicycas,Cycas clivicola subsp. clivicola,NA,747358
Cycadales,Zamiaceae,Lepidozamia,Lepidozamia sp.,NA,2004587
Cycadales,Zamiaceae,Macrozamia,Macrozamia sp.,NA,2004588
Cycadales,Zamiaceae,Macrozamia,Macrozamia sp.,NA,1216050
Cycadales,Zamiaceae,Macrozamia,Macrozamia sp.,NA,1216049
Cycadales,Zamiaceae,Macrozamia,Macrozamia sp.,NA,1216048
Cycadales,Zamiaceae,Macrozamia,Macrozamia sp.,NA,1216045
Cycadales,Zamiaceae,Dioon,Dioon sp.,NA,2518289
Cycadales,Zamiaceae,Dioon,Dioon sp.,NA,2518288
Cycadales,Zamiaceae,Dioon,Dioon sp.,NA,2004589
Cycadales,Zamiaceae,Dioon,Dioon sp.,NA,178359
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia tenuis,NA,2589390
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,2589004
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,2587816
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,2004584
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,179088
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,179087
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,179086
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,179085
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia sp.,NA,179084
Cycadales,Zamiaceae,Ceratozamia,Ceratozamia mexicana var. mexicana,NA,179082
Cycadales,Zamiaceae,Stangeria,Stangeria sp.,NA,2005476
Cycadales,Zamiaceae,Zamia,Zamia sp.,NA,2044359
Cycadales,Zamiaceae,Zamia,Zamia sp.,NA,2004586
Cycadales,Zamiaceae,Zamia,Zamia sp.,NA,1531854
Cycadales,Zamiaceae,Zamia,Zamia sp.,NA,1249171
Cycadales,Zamiaceae,Zamia,Zamia sp.,NA,942856
Cycadales,Zamiaceae,Zamia,Zamia sp.,NA,49766
Cycadales,Zamiaceae,Zamia,Zamia katzeriana,NA,747354
Cycadales,Zamiaceae,Encephalartos,Encephalartos sp.,NA,2004585
Cycadales,Zamiaceae,Encephalartos,Encephalartos sp.,NA,1238154
Cycadales,Zamiaceae,Encephalartos,Encephalartos sp.,NA,1128775
Cycadales,Zamiaceae,Encephalartos,Encephalartos sp.,NA,482012
Cycadales,Zamiaceae,Encephalartos,Encephalartos sp.,NA,475155
Cycadales,Zamiaceae,Encephalartos,Encephalartos sp.,NA,466909
Cycadales,Zamiaceae,Encephalartos,Encephalartos sp.,NA,29810
Pinales,Pinaceae,Pseudolarix,Pseudolarix chienii,NA,93693
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1616468
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1616467
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1616466
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1616465
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1616464
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1577800
Pinales,Pinaceae,Pinus,Pinus sp.,NA,912660
Pinales,Pinaceae,Pinus,Pinus sp.,NA,634220
Pinales,Pinaceae,Pinus,Pinus sp.,NA,105754
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1076132
Pinales,Pinaceae,Pinus,Pinus armandii,NA,88733
Pinales,Pinaceae,Pinus,Pinus armandii var. mastersiana,NA,1471216
Pinales,Pinaceae,Pinus,Pinus armandii var. armandii,NA,261917
Pinales,Pinaceae,Pinus,Pinus pentaphylla,Mayr,399187
Pinales,Pinaceae,Pinus,Pinus kwangtungensis var. kwangtungensis,NA,644196
Pinales,Pinaceae,Pinus,Pinus ayacahuite var. ayacahuite,NA,585240
Pinales,Pinaceae,Pinus,Pinus edulis var. fallax,NA,1286808
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1692149
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1692148
Pinales,Pinaceae,Pinus,Pinus sp.,NA,1692147
Pinales,Pinaceae,Pinus,Pinus x rigitaeda,S.K.Hyun_Ahn,537018
Pinales,Pinaceae,Pinus,Pinus maestrensis,NA,164240
Pinales,Pinaceae,Pinus,Pinus brutia subsp. brutia,NA,261915
Pinales,Pinaceae,Pinus,Pinus nigra var. nigra,NA,993100
Pinales,Pinaceae,Pinus,Pinus mugo subsp. mugo,NA,993102
Pinales,Pinaceae,Pinus,Pinus mugo subsp. uncinata,NA,38864
Pinales,Pinaceae,Pinus,Pinus sylvestris var. mongolica,NA,439281
Pinales,Pinaceae,Pinus,Pinus contorta subsp. contorta,NA,1115832
Pinales,Pinaceae,Pinus,Pinus contorta var. bolanderi,NA,476179
Pinales,Pinaceae,Picea,Picea sp.,NA,1692146
Pinales,Pinaceae,Picea,Picea sp.,NA,1692145
Pinales,Pinaceae,Picea,Picea sp.,NA,1616431
Pinales,Pinaceae,Picea,Picea sp.,NA,1616430
Pinales,Pinaceae,Picea,Picea sp.,NA,1616429
Pinales,Pinaceae,Picea,Picea sp.,NA,1616428
Pinales,Pinaceae,Picea,Picea sp.,NA,857542
Pinales,Pinaceae,Picea,Picea sp.,NA,857541
Pinales,Pinaceae,Picea,Picea sp.,NA,857540
Pinales,Pinaceae,Picea,Picea x notha,NA,1969531
Pinales,Pinaceae,Picea,Picea x lutzii,NA,487034
Pinales,Pinaceae,Picea,Picea meyeri var. meyeri,NA,308685
Pinales,Pinaceae,Picea,Picea shirasawae,NA,130230
Pinales,Pinaceae,Picea,Picea jezoensis var. jezoensis,NA,689841
Pinales,Pinaceae,Picea,Picea jezoensis var. hondoensis,(Mayr)_Rehder,67779
Pinales,Pinaceae,Larix,Larix sp.,NA,194337
Pinales,Pinaceae,Larix,Larix sp.,NA,49764
Pinales,Pinaceae,Larix,Larix x maritima,Sukaczev_1931,2107572
Pinales,Pinaceae,Larix,Larix czekanowskii,Szafer,191502
Pinales,Pinaceae,Larix,Larix sukaczewii,NA,189812
Pinales,Pinaceae,Larix,Larix potaninii var. australis,NA,193049
Pinales,Pinaceae,Larix,Larix sibirica subsp. altaica,(Szafer)_Suk.,349908
Pinales,Pinaceae,Larix,Larix x marschlinsii,NA,49226
Pinales,Pinaceae,Keteleeria,Keteleeria davidiana var. chienpeii,NA,1478228
Pinales,Pinaceae,Cedrus,Cedrus sp.,NA,2027280
Pinales,Pinaceae,Abies,Abies sp.,NA,1234999
Pinales,Pinaceae,Abies,Abies sp.,NA,1234998
Pinales,Pinaceae,Abies,Abies sp.,NA,1055013
Pinales,Pinaceae,Abies,Abies borisii-regis,NA,698325
Pinales,Pinaceae,Abies,Abies mariesii var. kawakami,Hayata,342582
Pinales,Pinaceae,Abies,Abies koreana f. nigrocarpa,NA,136445
Pinales,Pinaceae,Abies,Abies koreana f. rubrocarpa,T.B.Lee_1970,136444
Pinales,Pinaceae,Abies,Abies koreana f. chlorocarpa,T.B.Lee_1970,136443
Pinales,Pinaceae,Abies,Abies x phanerolepis,(Fernald)_T.S.Liu,1333696
Pinales,Pinaceae,Abies,Abies pinsapo var. pinsapo,NA,928732
Pinales,Pinaceae,Abies,Abies x shastensis,Lemmon,1535755
Cupressales,Taxaceae,Torreya,Torreya sp.,NA,2490639
Cupressales,Taxaceae,Cephalotaxus,Cephalotaxus harringtonia var. drupacea,(Siebold_Zucc.)_Koidz.,224739
Cupressales,Taxaceae,Cephalotaxus,Cephalotaxus sinensis var. sinensis,NA,706490
Cupressales,Taxaceae,Taxus,Taxus sp.,NA,2545986
Cupressales,Taxaceae,Taxus,Taxus sp.,NA,2212987
Cupressales,Taxaceae,Taxus,Taxus sp.,NA,2212985
Cupressales,Taxaceae,Taxus,Taxus sp.,NA,1887640
Cupressales,Taxaceae,Taxus,Taxus sp.,NA,158926
Cupressales,Taxaceae,Taxus,Taxus x hunnewelliana,NA,156272
Cupressales,Taxaceae,Taxus,Taxus x media,NA,85957
Cupressales,Taxaceae,Taxus,Taxus wallichiana var. chinensis,(Pilg.)_Florin_1948,29808
Cupressales,Taxaceae,Amentotaxus,Amentotaxus sp.,NA,1984834
Cupressales,Taxaceae,Amentotaxus,Amentotaxus sp.,NA,1984833
Cupressales,Taxaceae,Amentotaxus,Amentotaxus sp.,NA,1984832
Cupressales,Taxaceae,Amentotaxus,Amentotaxus sp.,NA,1984831
Cupressales,Taxaceae,Amentotaxus,Amentotaxus sp.,NA,1984830
Cupressales,Taxaceae,Amentotaxus,Amentotaxus sp.,NA,1984829
Cupressales,Taxaceae,Amentotaxus,Amentotaxus sp.,NA,1616383
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955331
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955330
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955329
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955328
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955327
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955326
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955325
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955324
Cupressales,Taxodiaceae,Amentotaxus,Cupressaceae sp.,NA,1955323
Cupressales,Taxodiaceae,Hesperocyparis,Hesperocyparis guadalupensis var. guadalupensis,NA,329087
Cupressales,Taxodiaceae,Hesperocyparis,Hesperocyparis lusitanica var. lusitanica,NA,257621
Cupressales,Taxodiaceae,Hesperocyparis,Hesperocyparis goveniana var. goveniana,NA,329085
Cupressales,Taxodiaceae,Hesperocyparis,Hesperocyparis arizonica var. arizonica,NA,257620
Cupressales,Taxodiaceae,Cunninghamia,Cunninghamia lanceolata var. konishii,NA,66170
Cupressales,Taxodiaceae,Athrotaxis,Athrotaxis laxifolia,NA,28976
Cupressales,Taxodiaceae,Tetraclinis,Tetraclinis sp.,NA,2602370
Cupressales,Taxodiaceae,Tetraclinis,Tetraclinis sp.,NA,1799637
Cupressales,Taxodiaceae,Platycladus,Platycladus sp.,NA,1616434
Cupressales,Taxodiaceae,Libocedrus,Libocedrus sp.,NA,506789
Cupressales,Taxodiaceae,Cupressus,Cupressus sp.,NA,2054347
Cupressales,Taxodiaceae,Cupressus,Cupressus sp.,NA,157266
Cupressales,Taxodiaceae,Chamaecyparis,Chamaecyparis thyoides subsp. thyoides,NA,257619
Cupressales,Taxodiaceae,Callitris,Callitris sp.,NA,1382527
Cupressales,Taxodiaceae,Callitris,Callitris sp.,NA,214219
Cupressales,Taxodiaceae,Callitris,Callitris sp.,NA,214218
Cupressales,Taxodiaceae,Callitris,Callitris oblonga subsp. oblonga,NA,2590790
Cupressales,Taxodiaceae,Callitris,Callitris gracilis subsp. gracilis,NA,214222
Cupressales,Taxodiaceae,Taxodium,Taxodium sp.,NA,1867930
Cupressales,Taxodiaceae,Juniperus,Juniperus sp.,NA,1935395
Cupressales,Taxodiaceae,Juniperus,Juniperus sp.,NA,389524
Cupressales,Taxodiaceae,Juniperus,Juniperus recurva var. coxii,(A.B.Jacks.)_Melville,884041
Cupressales,Taxodiaceae,Juniperus,Sabina procumbens,(Siebold_ex_Endl.)_Iwata_Kusaka,720871
Cupressales,Taxodiaceae,Juniperus,Juniperus mucronata var. mucronata,NA,1457213
Cupressales,Taxodiaceae,Juniperus,Sabina saltuaria,(Rehder_E.H.Wilson)_W.C.Cheng_W.T.Wang,483146
Cupressales,Taxodiaceae,Juniperus,Juniperus squamata var. morrisonicola,(Hayata)_H.L.Li_H.Keng,453926
Cupressales,Taxodiaceae,Juniperus,Juniperus oxycedrus subsp. macrocarpa,(Sibth._Sm.)_Ball,171237
Cupressales,Taxodiaceae,Juniperus,Juniperus oxycedrus subsp. oxycedrus,NA,993106
Cupressales,Taxodiaceae,Juniperus,Juniperus phoenicea subsp. turbinata,NA,993105
Cupressales,Taxodiaceae,Juniperus,Juniperus communis var. hondoensis,NA,2164147
Cupressales,Taxodiaceae,Juniperus,Juniperus communis subsp. communis,NA,244723
Cupressales,Taxodiaceae,Juniperus,Juniperus chinensis var. tsukusiensis,NA,1770223
Cupressales,Taxodiaceae,Cryptomeria,Cryptomeria japonica var. sinensis,NA,99810
Araucariales,Araucariaceae,Agathis,Agathis philippinensis,Warb.,1169417
Araucariales,Araucariaceae,Araucaria,Araucaria sp.,NA,2528619
Araucariales,Araucariaceae,Araucaria,Araucaria sp.,NA,1799557
Araucariales,Araucariaceae,Araucaria,Araucaria brasiliensis,A.Rich.,56992
Araucariales,Araucariaceae,Araucaria,Araucaria excelsa,NA,50177
Araucariales,Podocarpaceae,Lepidothamnus,Lepidothamnus sp.,NA,2602372
Araucariales,Podocarpaceae,Afrocarpus,Podocarpus falcatus,(Thunb.)_R.Br._ex_Mirb.,56897
Araucariales,Podocarpaceae,Falcatifolium,Falcatifolium falciforme var. falciforme,NA,1169423
Araucariales,Podocarpaceae,Dacrydium,Dacrydium x suprinii,NA,1169422
Araucariales,Podocarpaceae,Dacrycarpus,Dacrycarpus imbricatus var. patulus,NA,147459
Araucariales,Podocarpaceae,Podocarpus,Podocarpus sp.,NA,1169644
Araucariales,Podocarpaceae,Podocarpus,Podocarpus sp.,NA,1169452
Buxales,Haptanthaceae,Sarcococca,Sarcococca sp.,NA,2652326
Buxales,Haptanthaceae,Sarcococca,Sarcococca ruscifolia var. ruscifolia,NA,153582
Buxales,Haptanthaceae,Didymeles,Didymeles sp.,NA,2652324
Buxales,Haptanthaceae,Pachysandra,Pachysandra sp.,NA,350607
Buxales,Haptanthaceae,Pachysandra,Pachysandra sp.,NA,147446
Buxales,Haptanthaceae,Pachysandra,Pachysandra axillaris subsp. axillaris,NA,153588
Buxales,Haptanthaceae,Buxus,Buxus mollicula,W.W.Sm._1917,2652335
Buxales,Haptanthaceae,Buxus,Buxus sp.,NA,2652322
Buxales,Haptanthaceae,Buxus,Buxus sp.,NA,1391210
Buxales,Haptanthaceae,Buxus,Buxus sp.,NA,1304967
Buxales,Haptanthaceae,Buxus,Buxus sp.,NA,350603
Buxales,Haptanthaceae,Buxus,Buxus sp.,NA,105810
Buxales,Haptanthaceae,Buxus,Buxus wrightii subsp. wrightii,NA,1705781
Buxales,Haptanthaceae,Buxus,Buxus pilosula subsp. pilosula,NA,1705756
Buxales,Haptanthaceae,Buxus,Buxus retusa subsp. retusa,NA,1705749
Buxales,Haptanthaceae,Buxus,Buxus ekmanii subsp. ekmanii,NA,1705770
Buxales,Haptanthaceae,Buxus,Buxus microphylla var. japonica,NA,153573
Buxales,Haptanthaceae,Buxus,Buxus gonoclada subsp. gonoclada,NA,1705761
Buxales,Haptanthaceae,Buxus,Buxus excisa subsp. excisa,NA,1705746
Chloranthales,Chloranthaceae,Ascarina,Ascarina sp.,NA,1618091
Chloranthales,Chloranthaceae,Ascarina,Ascarina sp.,NA,1579983
Chloranthales,Chloranthaceae,Ascarina,Ascarina sp.,NA,1552352
Chloranthales,Chloranthaceae,Ascarina,Ascarina sp.,NA,243959
Chloranthales,Chloranthaceae,Ascarina,Ascarina sp.,NA,108576
Chloranthales,Chloranthaceae,Sarcandra,Sarcandra sp.,NA,1037451
Chloranthales,Chloranthaceae,Hedyosmum,Hedyosmum sp.,NA,1579986
Chloranthales,Chloranthaceae,Hedyosmum,Hedyosmum sp.,NA,1088466
Chloranthales,Chloranthaceae,Hedyosmum,Hedyosmum sp.,NA,244209
Chloranthales,Chloranthaceae,Hedyosmum,Hedyosmum sp.,NA,147447
Chloranthales,Chloranthaceae,Hedyosmum,Hedyosmum sp.,NA,144733
Chloranthales,Chloranthaceae,Chloranthus,Chloranthus sp.,NA,883506
Chloranthales,Chloranthaceae,Chloranthus,Chloranthus erectus,NA,146539
Proteales,Sabiaceae,Ophiocaryon,Ophiocaryon sp.,NA,2054700
Proteales,Sabiaceae,Meliosma,Meliosma sp.,NA,2321307
Proteales,Sabiaceae,Meliosma,Meliosma sp.,NA,2048479
Proteales,Sabiaceae,Meliosma,Meliosma lanceolata var. lanceolata,NA,1504461
Proteales,Sabiaceae,Meliosma,Meliosma myriantha var. discolor,NA,2138274
Proteales,Sabiaceae,Meliosma,Meliosma cuneifolia var. glabriuscula,NA,1705942
Proteales,Sabiaceae,Sabia,Sabia sp.,NA,1341828
Proteales,Sabiaceae,Sabia,Sabia japonica var. sinensis,NA,2138281
Proteales,Sabiaceae,Sabia,Sabia sp.,NA,13664
Proteales,Nelumbonaceae,Nelumbo,Nelumbo sp.,NA,2602319
Proteales,Nelumbonaceae,Nelumbo,Nelumbo sp.,NA,423300
Proteales,Nelumbonaceae,Nelumbo,Nelumbo nucifera subsp. nucifera,NA,400540
Proteales,Platanaceae,Platanus,Platanus sp.,NA,2027282
Proteales,Platanaceae,Platanus,Platanus sp.,NA,242588
Proteales,Platanaceae,Platanus,Platanus mexicana var. mexicana,NA,307269
Proteales,Platanaceae,Platanus,Platanus x hispanica,NA,140101
Proteales,Platanaceae,Platanus,Platanus racemosa var. racemosa,NA,307272
Proteales,Platanaceae,Platanus,Platanus occidentalis var. occidentalis,NA,307271
Proteales,Proteaceae,Eucarpha,Eucarpha deplanchei,(Vieill._ex_Brongn._Gris)_Spach,524977
Proteales,Proteaceae,Vexatorella,Vexatorella obtusata subsp. obtusata,NA,379194
Proteales,Proteaceae,Serruria,Serruria barbigera,NA,690420
Proteales,Proteaceae,Serruria,Serruria adscendens,NA,206287
Proteales,Proteaceae,Mimetes,Mimetes arboreus,NA,206276
Proteales,Proteaceae,Leucospermum,Leucospermum tottum var. tottum,NA,1492781
Proteales,Proteaceae,Leucospermum,Leucospermum tottum var. glabrum,NA,1492780
Proteales,Proteaceae,Leucospermum,Leucospermum conocarpodendron subsp. viride,NA,531915
Proteales,Proteaceae,Triunia,Triunia sp.,NA,488385
Proteales,Proteaceae,Stirlingia,Stirlingia sp.,NA,206301
Proteales,Proteaceae,Helicia,Helicia sp.,NA,2048631
Proteales,Proteaceae,Helicia,Helicia sp.,NA,406994
Proteales,Proteaceae,Helicia,Helicia rengetiensis,NA,1609869
Proteales,Proteaceae,Grevillea,Grevillea wickhamii subsp. wickhamii,NA,1707944
Proteales,Proteaceae,Grevillea,Grevillea synapheae subsp. synapheae,NA,1707939
Proteales,Proteaceae,Grevillea,Grevillea sericea subsp. sericea,NA,1707932
Proteales,Proteaceae,Grevillea,Grevillea preissii,NA,1707916
Proteales,Proteaceae,Grevillea,Grevillea preissii subsp. preissii,NA,1707917
Proteales,Proteaceae,Grevillea,Grevillea pilosa subsp. pilosa,NA,1707912
Proteales,Proteaceae,Grevillea,Grevillea petrophiloides subsp. petrophiloides,NA,1707910
Proteales,Proteaceae,Grevillea,Grevillea oxyantha subsp. oxyantha,NA,1707904
Proteales,Proteaceae,Grevillea,Grevillea dryandri subsp. dryandri,NA,1707882
Proteales,Proteaceae,Grevillea,Grevillea diffusa subsp. diffusa,NA,1707878
Proteales,Proteaceae,Grevillea,Grevillea biformis subsp. biformis,NA,1707865
Proteales,Proteaceae,Grevillea,Grevillea arenaria subsp. arenaria,NA,1707861
Proteales,Proteaceae,Grevillea,Grevillea rosmarinifolia subsp. rosmarinifolia,NA,1707925
Proteales,Proteaceae,Grevillea,Grevillea williamsonii,NA,880055
Proteales,Proteaceae,Grevillea,Grevillea scortechinii subsp. scortechinii,NA,653995
Proteales,Proteaceae,Grevillea,Grevillea montis-cole subsp. montis-cole,NA,653990
Proteales,Proteaceae,Grevillea,Grevillea ilicifolia subsp. ilicifolia,NA,653983
Proteales,Proteaceae,Grevillea,Grevillea angustiloba subsp. angustiloba,NA,653975
Proteales,Proteaceae,Grevillea,Grevillea acanthifolia subsp. acanthifolia,NA,653972
Proteales,Proteaceae,Beauprea,Beauprea elegans,NA,488355
Proteales,Proteaceae,Banksia,Banksia tenuis var. tenuis,NA,1273673
Proteales,Proteaceae,Banksia,Banksia subpinnatifida var. subpinnatifida,NA,1273669
Proteales,Proteaceae,Banksia,Banksia nobilis subsp. nobilis,NA,1273634
Proteales,Proteaceae,Banksia,Banksia gardneri var. gardneri,NA,1273616
Proteales,Proteaceae,Banksia,Banksia nivea subsp. nivea,NA,1273682
Proteales,Proteaceae,Banksia,Banksia squarrosa subsp. squarrosa,NA,1273663
Proteales,Proteaceae,Banksia,Banksia meisneri var. meisneri,NA,1273627
Proteales,Proteaceae,Banksia,Banksia spinulosa var. spinulosa,NA,199888
Proteales,Proteaceae,Banksia,Banksia sphaerocarpa var. sphaerocarpa,NA,199884
Proteales,Proteaceae,Banksia,Banksia leptophylla var. leptophylla,NA,199880
Proteales,Proteaceae,Banksia,Banksia laevigata subsp. laevigata,NA,199879
Proteales,Proteaceae,Banksia,Banksia integrifolia subsp. integrifolia,NA,199877
Proteales,Proteaceae,Banksia,Banksia splendida subsp. splendida,NA,1273661
Proteales,Proteaceae,Banksia,Banksia sessilis var. sessilis,NA,1273656
Proteales,Proteaceae,Banksia,Banksia nutans var. nutans,NA,199882
Proteales,Proteaceae,Telopea,Telopea sp.,NA,83840
Proteales,Proteaceae,Roupala,Roupala sp.,NA,2507785
Proteales,Proteaceae,Roupala,Roupala sp.,NA,1520718
Proteales,Proteaceae,Roupala,Roupala merophylla,NA,54951
Proteales,Proteaceae,Petrophile,Petrophile circinata,NA,83736
Proteales,Proteaceae,Persoonia,Persoonia terminalis subsp. terminalis,NA,1961352
Proteales,Proteaceae,Persoonia,Persoonia pentasticha,NA,1961326
Proteales,Proteaceae,Persoonia,Persoonia pauciflora,NA,1961325
Proteales,Proteaceae,Persoonia,Persoonia myrtilloides Sieber ex,Schult._Schult._f._1827,1961318
Proteales,Proteaceae,Persoonia,Persoonia myrtilloides subsp. myrtilloides,NA,1961320
Proteales,Proteaceae,Persoonia,Persoonia muelleri subsp. muelleri,NA,1961317
Proteales,Proteaceae,Persoonia,Persoonia muelleri var. densifolia,Orchard_1984,1961316
Proteales,Proteaceae,Persoonia,Persoonia laurina subsp. laurina,NA,1961300
Proteales,Proteaceae,Persoonia,Persoonia gunnii var. gunnii,NA,1961289
Proteales,Proteaceae,Persoonia,Persoonia x lucida,NA,1961257
Proteales,Proteaceae,Persoonia,Persoonia mollis subsp. mollis,NA,1961313
Proteales,Proteaceae,Leucadendron,Leucadendron sp.,NA,1482589
Proteales,Proteaceae,Leucadendron,Leucadendron uliginosum subsp. uliginosum,NA,1483483
Proteales,Proteaceae,Leucadendron,Leucadendron spissifolium subsp. spissifolium,NA,300007
Proteales,Proteaceae,Leucadendron,Leucadendron lanigerum var. lanigerum,NA,1482579
Proteales,Proteaceae,Leucadendron,Leucadendron lanigerum var. laevigatum,NA,1392809
Proteales,Proteaceae,Leucadendron,Leucadendron glaberrimum subsp. glaberrimum,NA,299981
Proteales,Proteaceae,Leucadendron,Leucadendron sp.,NA,1482575
Proteales,Proteaceae,Leucadendron,Leucadendron elimense subsp. elimense,NA,299971
Proteales,Proteaceae,Leucadendron,Leucadendron discolor,NA,299967
Proteales,Proteaceae,Leucadendron,Leucadendron comosum subsp. comosum,NA,1483480
Proteales,Proteaceae,Leucadendron,Leucadendron brunioides var. brunioides,NA,1392808
Proteales,Proteaceae,Hakea,Hakea sp.,NA,488367
Proteales,Proteaceae,Hakea,Hakea sp.,NA,488366
Proteales,Proteaceae,Hakea,Hakea spathulata,NA,1540360
Proteales,Proteaceae,Hakea,Hakea cygna,NA,1540343
Proteales,Proteaceae,Hakea,Hakea cygna subsp. needlei,NA,1541069
Proteales,Proteaceae,Carnarvonia,Carnarvonia araliifolia var. araliifolia,NA,1312782
Proteales,Proteaceae,Protea,Protea angolensis var. angolensis,NA,273612
Proteales,Proteaceae,Protea,Protea angolensis var. divaricata,NA,273611
Proteales,Proteaceae,Protea,Protea aurea subsp. aurea,NA,273602
Proteales,Proteaceae,Protea,Protea caffra subsp. caffra,NA,273573
Proteales,Proteaceae,Protea,Protea roupelliae subsp. roupelliae,NA,1237781
Proteales,Proteaceae,Macadamia,Macadamia sp.,NA,1194638
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602332
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602331
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602330
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602329
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602328
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602327
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602326
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602325
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602324
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602323
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602322
Canellales,Canellaceae,Cinnamosma,Cinnamosma sp.,NA,1602321
Canellales,Canellaceae,Cinnamosma,Cinnamosma fragrans var. perrieri,NA,1602320
Canellales,Canellaceae,Warburgia,Warburgia sp.,NA,2600544
