Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Leucospermum tottum var. glabrum,Leucospermum,,tottum,NA,var.,glabrum,,tro-26500016,FALSE,1.1,Accepted,Proteaceae,Leucospermum,,tottum,,,R. Br.,tro-26500016,Accepted,FALSE,FALSE,TRUE,2020-01-06
Leucospermum conocarpodendron subsp. viride,Leucospermum,,conocarpodendron,NA,subsp.,viride,,tro-26500004,FALSE,1.1,Accepted,Proteaceae,Leucospermum,,conocarpodendron,,,H. Buek,tro-26500004,Accepted,FALSE,FALSE,TRUE,2020-01-06
Helicia rengetiensis,Helicia,,rengetiensis,NA,NA,,,tro-26500928,TRUE,1.1,Accepted,Proteaceae,Helicia,,rengetiensis,,,Masam.,tro-26500928,Accepted,FALSE,FALSE,FALSE,2020-01-06
Grevillea wickhamii subsp. wickhamii,Grevillea,,wickhamii,NA,subsp.,wickhamii,,kew-2832850,TRUE,1.1,Accepted,Proteaceae,Grevillea,,wickhamii,,,Meisn.,kew-2832850,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea synapheae subsp. synapheae,Grevillea,,synapheae,NA,subsp.,synapheae,,kew-2832784,TRUE,1.1,Accepted,Proteaceae,Grevillea,,synapheae,,,R.Br.,kew-2832784,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea sericea subsp. sericea,Grevillea,,sericea,NA,subsp.,sericea,,kew-2832736,TRUE,1.1,Accepted,Proteaceae,Grevillea,,sericea,,,(Sm.) R.Br.,kew-2832736,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea preissii,Grevillea,,preissii,NA,NA,,,kew-2832646,TRUE,1.1,Accepted,Proteaceae,Grevillea,,preissei,,,Meisn.,kew-2832646,Accepted,TRUE,FALSE,FALSE,2020-01-06
Grevillea preissii subsp. preissii,Grevillea,,preissii,NA,subsp.,preissii,,kew-2832646,TRUE,1.1,Accepted,Proteaceae,Grevillea,,preissei,,,Meisn.,kew-2832646,Accepted,TRUE,FALSE,TRUE,2020-01-06
Grevillea pilosa subsp. pilosa,Grevillea,,pilosa,NA,subsp.,pilosa,,kew-2832617,TRUE,1.1,Accepted,Proteaceae,Grevillea,,pilosa,,,A.S.George,kew-2832617,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea petrophiloides subsp. petrophiloides,Grevillea,,petrophiloides,NA,subsp.,petrophiloides,,kew-2832610,TRUE,1.1,Accepted,Proteaceae,Grevillea,,petrophiloides,,,Meisn.,kew-2832610,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea oxyantha subsp. oxyantha,Grevillea,,oxyantha,NA,subsp.,oxyantha,,kew-2832582,TRUE,1.1,Accepted,Proteaceae,Grevillea,,oxyantha,,,Makinson,kew-2832582,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea dryandri subsp. dryandri,Grevillea,,dryandri,NA,subsp.,dryandri,,kew-2832284,TRUE,1.1,Accepted,Proteaceae,Grevillea,,dryandri,,,R.Br.,kew-2832284,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea diffusa subsp. diffusa,Grevillea,,diffusa,NA,subsp.,diffusa,,kew-2832258,TRUE,1.1,Accepted,Proteaceae,Grevillea,,diffusa,,,Sieber ex Spreng.,kew-2832258,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea biformis subsp. biformis,Grevillea,,biformis,NA,subsp.,biformis,,kew-2832156,TRUE,1.1,Accepted,Proteaceae,Grevillea,,biformis,,,Meisn.,kew-2832156,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea arenaria subsp. arenaria,Grevillea,,arenaria,NA,subsp.,arenaria,,kew-2832108,TRUE,1.1,Accepted,Proteaceae,Grevillea,,arenaria,,,R.Br.,kew-2832108,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea rosmarinifolia subsp. rosmarinifolia,Grevillea,,rosmarinifolia,NA,subsp.,rosmarinifolia,,kew-2832707,TRUE,1.1,Accepted,Proteaceae,Grevillea,,rosmarinifolia,,,A.Cunn.,kew-2832707,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea williamsonii,Grevillea,,williamsonii,NA,NA,,,kew-2832857,TRUE,1.1,Accepted,Proteaceae,Grevillea,,williamsoni,,,F.Muell.,kew-2832857,Accepted,TRUE,FALSE,FALSE,2020-01-06
Grevillea scortechinii subsp. scortechinii,Grevillea,,scortechinii,NA,subsp.,scortechinii,,kew-2832731,TRUE,1.1,Accepted,Proteaceae,Grevillea,,scortechinii,,,(F.Muell. ex Scort.) F.Muell.,kew-2832731,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea montis-cole subsp. montis-cole,Grevillea,,montis-cole,NA,subsp.,montis-cole,,kew-2832537,TRUE,1.1,Accepted,Proteaceae,Grevillea,,montis-cole,,,R.V.Sm.,kew-2832537,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea ilicifolia subsp. ilicifolia,Grevillea,,ilicifolia,NA,subsp.,ilicifolia,,kew-2832397,TRUE,1.1,Accepted,Proteaceae,Grevillea,,ilicifolia,,,(R.Br.) R.Br.,kew-2832397,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea angustiloba subsp. angustiloba,Grevillea,,angustiloba,NA,subsp.,angustiloba,,kew-2832097,TRUE,1.1,Accepted,Proteaceae,Grevillea,,angustiloba,,,(F.Muell.) Downing,kew-2832097,Accepted,FALSE,FALSE,TRUE,2020-01-06
Grevillea acanthifolia subsp. acanthifolia,Grevillea,,acanthifolia,NA,subsp.,acanthifolia,,kew-2832056,TRUE,1.1,Accepted,Proteaceae,Grevillea,,acanthifolia,,,A.Cunn.,kew-2832056,Accepted,FALSE,FALSE,TRUE,2020-01-06
Beauprea elegans,Beauprea,,elegans,NA,NA,,,kew-2672268,TRUE,1.1,Synonym,Proteaceae,Beauprea,,spathulifolia,,,Brongn. & Gris,kew-2672277,Accepted,FALSE,FALSE,FALSE,2020-01-06
Banksia tenuis var. tenuis,Banksia,,tenuis,NA,var.,tenuis,,kew-2603751,TRUE,1.1,Synonym,Proteaceae,Dryandra,,tenuifolia,,,R.Br.,kew-2778458,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia subpinnatifida var. subpinnatifida,Banksia,,subpinnatifida,NA,var.,subpinnatifida,,kew-2603748,TRUE,1.1,Synonym,Proteaceae,Dryandra,,subpinnatifida,,,C.A.Gardner,kew-2778455,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia nobilis subsp. nobilis,Banksia,,nobilis,NA,subsp.,nobilis,,kew-2603703,TRUE,1.1,Synonym,Proteaceae,Dryandra,,nobilis,,,Lindl.,kew-2778407,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia gardneri var. gardneri,Banksia,,gardneri,NA,var.,gardneri,,kew-2669086,TRUE,1.1,Accepted,Proteaceae,Banksia,,gardneri,,,A.S.George,kew-2669086,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia nivea subsp. nivea,Banksia,,nivea,NA,subsp.,nivea,,kew-2669181,TRUE,1.1,Synonym,Proteaceae,Dryandra,,nivea,,,(Labill.) R.Br.,kew-2778403,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia squarrosa subsp. squarrosa,Banksia,,squarrosa,NA,subsp.,squarrosa,,kew-2603743,TRUE,1.1,Synonym,Proteaceae,Dryandra,,squarrosa,,,R.Br.,kew-2778449,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia meisneri var. meisneri,Banksia,,meisneri,NA,var.,meisneri,,kew-2669168,TRUE,1.1,Accepted,Proteaceae,Banksia,,meisneri,,,Lehm.,kew-2669168,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia spinulosa var. spinulosa,Banksia,,spinulosa,NA,var.,spinulosa,,tro-50205849,TRUE,1.1,Synonym,Proteaceae,Banksia,,spinulosa,,,Sm.,kew-2669270,Accepted,FALSE,FALSE,FALSE,2020-01-06
Banksia sphaerocarpa var. sphaerocarpa,Banksia,,sphaerocarpa,NA,var.,sphaerocarpa,,tro-50205770,TRUE,1.1,Synonym,Proteaceae,Banksia,,sphaerocarpa,,,R.Br.,kew-2669263,Accepted,FALSE,FALSE,FALSE,2020-01-06
Banksia leptophylla var. leptophylla,Banksia,,leptophylla,NA,var.,leptophylla,,kew-2669140,TRUE,1.1,Accepted,Proteaceae,Banksia,,leptophylla,,,A.S.George,kew-2669140,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia laevigata subsp. laevigata,Banksia,,laevigata,NA,subsp.,laevigata,,kew-2669130,TRUE,1.1,Accepted,Proteaceae,Banksia,,laevigata,,,Meisn.,kew-2669130,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia integrifolia subsp. integrifolia,Banksia,,integrifolia,NA,subsp.,integrifolia,,tro-50205843,TRUE,1.1,Synonym,Proteaceae,Banksia,,integrifolia,,,L.f.,kew-2669116,Accepted,FALSE,FALSE,FALSE,2020-01-06
Banksia splendida subsp. splendida,Banksia,,splendida,NA,subsp.,splendida,,kew-2603741,TRUE,1.1,Synonym,Proteaceae,Dryandra,,speciosa,,,Meisn.,kew-2778446,Accepted,FALSE,FALSE,TRUE,2020-01-06
Banksia sessilis var. sessilis,Banksia,,sessilis,NA,var.,sessilis,,kew-2603735,TRUE,1.1,Unresolved,Proteaceae,Banksia,,sessilis,,,(Knight) A.R.Mast & K.R.Thiele,kew-2603735,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Banksia nutans var. nutans,Banksia,,nutans,NA,var.,nutans,,kew-2669183,TRUE,1.1,Accepted,Proteaceae,Banksia,,nutans,,,R.Br.,kew-2669183,Accepted,FALSE,FALSE,TRUE,2020-01-06
Roupala merophylla,Roupala,,merophylla,NA,NA,,,kew-2424546,TRUE,1.1,Unresolved,Proteaceae,Roupala,,heterophylla,,,Pohl,kew-2424546,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Petrophile circinata,Petrophile,,circinata,NA,NA,,,kew-2578276,TRUE,1.1,Unresolved,Proteaceae,Petrophile,,circinata,,,Kippist ex Meisn.,kew-2578276,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Persoonia terminalis subsp. terminalis,Persoonia,,terminalis,NA,subsp.,terminalis,,kew-2555246,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,terminalis,,,L.A.S.Johnson & P.H.Weston,kew-2555246,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Persoonia pentasticha,Persoonia,,pentasticha,NA,NA,,,kew-2556415,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,pentasticha,,,P.H.Weston,kew-2556415,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Persoonia pauciflora,Persoonia,,pauciflora,NA,NA,,,kew-2556431,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,pauciflora,,,P.H.Weston,kew-2556431,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Persoonia myrtilloides Sieber ex,Persoonia,,myrtilloides,NA,NA,,Sieber ex,kew-2564541,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,myrtilloides,,,Sieber ex Schult.,kew-2564541,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Persoonia myrtilloides subsp. myrtilloides,Persoonia,,myrtilloides,NA,subsp.,myrtilloides,,kew-2564541,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,myrtilloides,,,Sieber ex Schult.,kew-2564541,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Persoonia muelleri subsp. muelleri,Persoonia,,muelleri,NA,subsp.,muelleri,,kew-2564534,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,muelleri,,,(P.Parm.) Orchard,kew-2564534,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Persoonia muelleri var. densifolia,Persoonia,,muelleri,NA,var.,densifolia,,kew-2564534,FALSE,1.1,Unresolved,Proteaceae,Persoonia,,muelleri,,,(P.Parm.) Orchard,kew-2564534,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Persoonia laurina subsp. laurina,Persoonia,,laurina,NA,subsp.,laurina,,kew-2555154,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,laurina,,,Pers.,kew-2555154,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Persoonia gunnii var. gunnii,Persoonia,,gunnii,NA,var.,gunnii,,kew-2564638,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,gunnii,,,Hook.f.,kew-2564638,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Persoonia x lucida,Persoonia,×,lucida,NA,NA,,,kew-2564622,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,lucida,,,R.Br.,kew-2564622,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Persoonia mollis subsp. mollis,Persoonia,,mollis,NA,subsp.,mollis,,kew-2564588,TRUE,1.1,Unresolved,Proteaceae,Persoonia,,mollis,,,R.Br.,kew-2564588,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Leucadendron uliginosum subsp. uliginosum,Leucadendron,,uliginosum,NA,subsp.,uliginosum,,tro-26500802,TRUE,1.1,Synonym,Proteaceae,Leucadendron,,uliginosum,,,R. Br.,tro-26500799,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leucadendron spissifolium subsp. spissifolium,Leucadendron,,spissifolium,NA,subsp.,spissifolium,,tro-26500779,TRUE,1.1,Synonym,Proteaceae,Leucadendron,,spissifolium,,,I.J. Williams,tro-26500767,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leucadendron lanigerum var. lanigerum,Leucadendron,,lanigerum,NA,var.,lanigerum,,tro-26500710,TRUE,1.1,Synonym,Proteaceae,Leucadendron,,lanigerum,,,H. Buek ex Meisn.,tro-26500707,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leucadendron lanigerum var. laevigatum,Leucadendron,,lanigerum,NA,var.,laevigatum,,tro-26500707,FALSE,1.1,Accepted,Proteaceae,Leucadendron,,lanigerum,,,H. Buek ex Meisn.,tro-26500707,Accepted,FALSE,FALSE,TRUE,2020-01-06
Leucadendron glaberrimum subsp. glaberrimum,Leucadendron,,glaberrimum,NA,subsp.,glaberrimum,,tro-26500701,TRUE,1.1,Synonym,Proteaceae,Leucadendron,,glaberrimum,,,Compton,tro-26500698,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leucadendron elimense subsp. elimense,Leucadendron,,elimense,NA,subsp.,elimense,,tro-26500683,TRUE,1.1,Synonym,Proteaceae,Leucadendron,,elimense,,,E. Phillips,tro-26500682,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leucadendron discolor,Leucadendron,,discolor,NA,NA,,,tro-26500678,TRUE,1.1,Accepted,Proteaceae,Leucadendron,,discolor,,,E. Phillips & Hutch.,tro-26500678,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leucadendron comosum subsp. comosum,Leucadendron,,comosum,NA,subsp.,comosum,,tro-26500657,TRUE,1.1,Synonym,Proteaceae,Leucadendron,,comosum,,,R. Br.,tro-26500656,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leucadendron brunioides var. brunioides,Leucadendron,,brunioides,NA,var.,brunioides,,tro-26500645,TRUE,1.1,Synonym,Proteaceae,Leucadendron,,brunioides,,,Meisn.,tro-26500644,Accepted,FALSE,FALSE,FALSE,2020-01-06
Hakea spathulata,Hakea,,spathulata,NA,NA,,,kew-2837862,TRUE,1.1,Unresolved,Proteaceae,Hakea,,spathulata,,,(Benth.) R.M.Barker,kew-2837862,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Hakea cygna,Hakea,,cygna,NA,NA,,,kew-2837659,TRUE,1.1,Unresolved,Proteaceae,Hakea,,cygna,,,Lamont,kew-2837659,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Hakea cygna subsp. needlei,Hakea,,cygna,NA,subsp.,needlei,,kew-2837659,FALSE,1.1,Unresolved,Proteaceae,Hakea,,cygna,,,Lamont,kew-2837659,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Carnarvonia araliifolia var. araliifolia,Carnarvonia,,araliifolia,NA,var.,araliifolia,,kew-2701117,TRUE,1.1,Accepted,Proteaceae,Carnarvonia,,araliifolia,,,F.Muell.,kew-2701117,Accepted,FALSE,FALSE,TRUE,2020-01-06
Protea angolensis var. angolensis,Protea,,angolensis,NA,var.,angolensis,,tro-26500994,TRUE,1.1,Synonym,Proteaceae,Protea,,angolensis,,,Welw.,kew-2564123,Accepted,FALSE,FALSE,FALSE,2020-01-06
Protea angolensis var. divaricata,Protea,,angolensis,NA,var.,divaricata,,kew-2870243,TRUE,1.1,Accepted,Proteaceae,Protea,,angolensis,var.,divaricata,(Engl. & Gilg) Beard,kew-2870243,Accepted,FALSE,FALSE,FALSE,2020-01-06
Protea aurea subsp. aurea,Protea,,aurea,NA,subsp.,aurea,,tro-26500407,TRUE,1.1,Synonym,Proteaceae,Protea,,aurea,,,Rourke,tro-26500406,Accepted,FALSE,FALSE,FALSE,2020-01-06
Protea caffra subsp. caffra,Protea,,caffra,NA,subsp.,caffra,,tro-26500422,TRUE,1.1,Accepted,Proteaceae,Protea,,caffra,,,Meisn.,tro-26500422,Accepted,FALSE,FALSE,TRUE,2020-01-06
Protea roupelliae subsp. roupelliae,Protea,,roupelliae,NA,subsp.,roupelliae,,tro-26500523,TRUE,1.1,Synonym,Proteaceae,Protea,,roupelliae,,,Meisn.,tro-26500520,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cinnamosma fragrans var. perrieri,Cinnamosma,,fragrans,NA,var.,perrieri,,kew-2721728,TRUE,1.1,Synonym,Canellaceae,Cinnamosma,,fragrans,,,Baill.,kew-2721726,Accepted,FALSE,FALSE,FALSE,2020-01-06
Bubbia queenslandiana subsp. queenslandiana,Bubbia,,queenslandiana,NA,subsp.,queenslandiana,,kew-2684635,TRUE,1.1,Synonym,Winteraceae,Zygogynum,,queenslandianum,,,(Vink) Vink,kew-2469820,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Zygogynum fraterculum,Zygogynum,,fraterculum,NA,NA,,,tro-50231125,TRUE,1.1,Unresolved,Winteraceae,Zygogynum,,fraterculum,,,Vink,tro-50231125,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Tasmannia xerophila subsp. xerophila,Tasmannia,,xerophila,NA,subsp.,xerophila,,kew-2518788,TRUE,1.1,Unresolved,Winteraceae,Tasmannia,,xerophila,,,(P.Parm.) M.Gray,kew-2518788,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Drimys granatensis,Drimys,,granatensis,NA,NA,,,kew-2777925,TRUE,1.1,Accepted,Winteraceae,Drimys,,granadensis,,,L.f.,kew-2777925,Accepted,TRUE,FALSE,FALSE,2020-01-06
Drimys winteri var. winteri,Drimys,,winteri,NA,var.,winteri,,tro-34200007,TRUE,1.1,Synonym,Winteraceae,Drimys,,winteri,,,J.R.Forst. & G.Forst.,kew-2777998,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper tsarasotrae,Piper,,tsarasotrae,NA,NA,,,,FALSE,1.1,,,Piper,,tsarasotrae,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Piper malgassicum,Piper,,malgassicum,NA,NA,,,,FALSE,1.1,,,Piper,,malgassicum,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Piper rubro-venosum,Piper,,rubro-venosum,NA,NA,,,kew-2567889,TRUE,1.1,Unresolved,Piperaceae,Piper,,rubrovenosum,,,Rodigas,kew-2567889,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Piper philodendron,Piper,,philodendron,NA,NA,,,,FALSE,1.1,,,Piper,,philodendron,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Piper ubatubense,Piper,,ubatubense,NA,NA,,,,FALSE,1.1,,,Piper,,ubatubense,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Piper jianfenglingense,Piper,,jianfenglingense,NA,NA,,,,FALSE,1.1,,,Piper,,jianfenglingense,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Piper sinense,Piper,,sinense,NA,NA,,,tro-25004070,TRUE,1.1,Synonym,Piperaceae,Piper,,cathayanum,,,M.G. Gilbert & N.H. Xia,tro-50146298,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper senporeiense,Piper,,senporeiense,NA,NA,,,tro-25004100,TRUE,1.1,Accepted,Piperaceae,Piper,,senporeiense,,,Yamam.,tro-25004100,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper hederaceum var. hederaceum,Piper,,hederaceum,NA,var.,hederaceum,,tro-50218367,TRUE,1.1,Accepted,Piperaceae,Piper,,hederaceum,,,(Miq.) C. DC.,tro-50218367,Accepted,FALSE,FALSE,TRUE,2020-01-06
Piper anisum,Piper,,anisum,NA,NA,,,kew-2873600,TRUE,1.1,Accepted,Piperaceae,Piper,,anisum,,,(Spreng.) Angely,kew-2873600,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper semi-immersum,Piper,,semi-immersum,NA,NA,,,tro-25004071,TRUE,1.1,Accepted,Piperaceae,Piper,,semiimmersum,,,C. DC.,tro-25004071,Accepted,TRUE,FALSE,FALSE,2020-01-06
Piper pterocladum,Piper,,pterocladum,NA,NA,,,tro-25004688,TRUE,1.1,Accepted,Piperaceae,Piper,,pterocladum,,,C. DC.,tro-25004688,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper napopastazanum,Piper,,napopastazanum,NA,NA,,,tro-25004329,TRUE,1.1,Accepted,Piperaceae,Piper,,napo-pastazanum,,,Trel. & Yunck.,tro-25004329,Accepted,TRUE,FALSE,FALSE,2020-01-06
Piper mourai,Piper,,mourai,NA,NA,,,tro-50173570,TRUE,1.1,Accepted,Piperaceae,Piper,,mourai,,,Yunck.,tro-50173570,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper longivillosum,Piper,,longivillosum,NA,NA,,,tro-50134374,TRUE,1.1,Accepted,Piperaceae,Piper,,longivillosum,,,Trel. & Yunck.,tro-50134374,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper rio-docense,Piper,,rio-docense,NA,NA,,,kew-2898946,TRUE,1.1,Unresolved,Piperaceae,Piper,,rio-docense,,,E.F.Guim. & Carv.-Silva,kew-2898946,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Piper puberulum,Piper,,puberulum,NA,NA,,,tro-25004064,TRUE,1.1,Synonym,Piperaceae,Piper,,hongkongense,,,C. DC.,tro-25004065,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper chaudocanum,Piper,,chaudocanum,NA,NA,,,tro-25004056,TRUE,1.1,Accepted,Piperaceae,Piper,,chaudocanum,,,C. DC.,tro-25004056,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper longepilosum,Piper,,longepilosum,NA,NA,,,tro-25000694,TRUE,1.1,Accepted,Piperaceae,Piper,,longepilosum,,,C. DC.,tro-25000694,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper cogolloi,Piper,,cogolloi,NA,NA,,,tro-50052031,TRUE,1.1,Unresolved,Piperaceae,Piper,,cogolloi,,,Callejas,tro-50052031,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Piper calcariformis,Piper,,calcariformis,NA,NA,,,tro-25003873,TRUE,1.1,Accepted,Piperaceae,Piper,,calcariforme,,,Tebbs,tro-25003873,Accepted,TRUE,FALSE,FALSE,2020-01-06
Piper unispicatum,Piper,,unispicatum,NA,NA,,,kew-2569561,TRUE,1.1,Unresolved,Piperaceae,Piper,,tenuispicatum,,,Steud.,kew-2569561,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Piper gesnerioides,Piper,,gesnerioides,NA,NA,,,,FALSE,1.1,,,Piper,,gesnerioides,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Piper bicolor,Piper,,bicolor,NA,NA,,,tro-25003469,TRUE,1.1,Synonym,Piperaceae,Piper,,magnificum,,,Trel.,tro-25003971,Accepted,FALSE,FALSE,FALSE,2020-01-06
Piper boehmeriifolium var. tonkinense,Piper,,boehmeriifolium,NA,var.,tonkinense,,tro-25004092,TRUE,1.1,Synonym,Piperaceae,Piper,,boehmeriifolium,,,(Miq.) Wall. ex C. DC.,tro-25004091,Accepted,FALSE,FALSE,FALSE,2020-01-06
Peperomia tlapacoyensis,Peperomia,,tlapacoyensis,NA,NA,,,tro-25000382,TRUE,1.1,Accepted,Piperaceae,Peperomia,,tlapacoyensis,,,C. DC.,tro-25000382,Accepted,FALSE,FALSE,FALSE,2020-01-06
Peperomia theodorii,Peperomia,,theodorii,NA,NA,,,tro-25003520,TRUE,1.1,Accepted,Piperaceae,Peperomia,,theodorii,,,Trel.,tro-25003520,Accepted,FALSE,FALSE,FALSE,2020-01-06
Peperomia orba,Peperomia,,orba,NA,NA,,,kew-2556294,TRUE,1.1,Unresolved,Piperaceae,Peperomia,,orba,,,G.S.Bunting,kew-2556294,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Peperomia erosa,Peperomia,,erosa,NA,NA,,,tro-50054192,TRUE,1.1,Accepted,Piperaceae,Peperomia,,venosa,,,Yunck.,tro-50054192,Accepted,TRUE,FALSE,FALSE,2020-01-06
Peperomia rupiseda,Peperomia,,rupiseda,NA,NA,,,kew-2558846,TRUE,1.1,Unresolved,Piperaceae,Peperomia,,rupiseda,,,C.DC.,kew-2558846,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Peperomia lilliputana,Peperomia,,lilliputana,NA,NA,,,kew-2905013,TRUE,1.1,Unresolved,Piperaceae,Peperomia,,lilliputiana,,,(Pino & Cieza) Pino,kew-2905013,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Peperomia rotundifolia var. rotundifolia,Peperomia,,rotundifolia,NA,var.,rotundifolia,,tro-25003410,TRUE,1.1,Synonym,Piperaceae,Peperomia,,rotundifolia,,,(L.) Kunth,kew-2558811,Accepted,FALSE,FALSE,FALSE,2020-01-06
Peperomia macrostachya,Peperomia,,macrostachya,NA,NA,,,kew-2555139,TRUE,1.1,Accepted,Piperaceae,Peperomia,,macrostachya,,,(Vahl) A.Dietr.,kew-2555139,Accepted,FALSE,FALSE,FALSE,2020-01-06
Peperomia longispicata,Peperomia,,longispicata,NA,NA,,,kew-2555917,TRUE,1.1,Unresolved,Piperaceae,Peperomia,,longispicata,,,C.DC.,kew-2555917,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Peperomia fosterii,Peperomia,,fosterii,NA,NA,,,,FALSE,1.1,,,Peperomia,,fosterii,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Peperomia glabrata,Peperomia,,glabrata,NA,NA,,,,FALSE,1.1,,,Peperomia,,glabrata,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Thottea corymbosa,Thottea,,corymbosa,NA,NA,,,kew-2438193,TRUE,1.1,Unresolved,Aristolochiaceae,Thottea,,corymbosa,,,(Griff.) Ding Hou,kew-2438193,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Hydnora longicollis,Hydnora,,longicollis,NA,NA,,,tro-100372632,TRUE,1.1,Accepted,Hydnoraceae,Hydnora,,longicollis,,,(Welw.) Bolin,tro-100372632,Accepted,FALSE,FALSE,FALSE,2020-01-06
Asarum rhombiformis,Asarum,,rhombiformis,NA,NA,,,,FALSE,1.1,,,Asarum,,rhombiformis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Asarum naniflorum,Asarum,,naniflorum,NA,NA,,,tro-2500181,TRUE,1.1,Accepted,Aristolochiaceae,Asarum,,naniflorum,,,Pfeifer,tro-2500181,Accepted,FALSE,FALSE,FALSE,2020-01-06
