ID	Taxon	String_len	hybrid_marker_Loc	Rank
692150	Adenocarpus_aureus_x_Adenocarpus_complicatus	5	2	species
983559	Cytisus_x_dallimorei	3	1	species
176332	Cytisus_striatus_x_Cytisus_multiflorus	5	2	species
176333	Cytisus_x_praecox	3	1	species
988322	cf._Genista_monspessulana_x_Genista_stenopetala_AK-2011	7	3	species
1965245	Arachis_ipaensis_x_Arachis_duranensis	5	2	species
344004	Arachis_glabrata_x_Arachis_hypogaea	5	2	species
1089535	Arachis_ipaensis_x_Arachis_magna	5	2	species
1890682	Arachis_batizocoi_x_(Arachis_cardenasii_x_Arachis_diogoi)	8	2	species
1089240	Arachis_duranensis_x_Arachis_stenosperma	5	2	species
1088871	Arachis_stenosperma_x_Arachis_cardenasii	5	2	species
2582990	Arachis_sp._'chacoense'_x_Arachis_diogoi	6	3	species
2035321	Senegalia_x_emoryana	3	1	species
875662	Acacia_x_giraffae	3	1	species
767867	Acacia_x_cedilloi_L.Rico	4	1	species
54177	Acacia_auriculiformis_x_Acacia_mangium	5	2	species
448284	Leucaena_x_spontanea	3	1	species
448283	Leucaena_x_mixtec	3	1	species
245789	Hoffmannseggia_erecta_x_Hoffmannseggia_trifoliata	5	2	species
798596	Schotia_latifolia_x_Schotia_afra	5	2	species
180222	Bauhinia_x_blakeana_Dunn	4	1	species
2213147	Dioscorea_x_monandra	3	1	species
225783	Colchicum_x_agrippinum	3	1	species
191653	Colchicum_x_byzantinum	3	1	species
254971	Calochortus_nudus_x_Calochortus_minimus	5	2	species
1843189	Notholirion_bulbuliferum_x_Notholirion_campanulatum	5	2	species
1325975	Tulipa_x_tschimganica_Botschantz.	4	1	species
1699196	Gagea_almaatensis_x_Gagea_kuraminica	5	2	species
379515	Gagea_x_turanica_Levichev	4	1	species
386515	Gagea_x_microfistulosa	3	1	species
391254	Gagea_x_luberonensis	3	1	species
1699197	Gagea_kuraminica_x_Gagea_almaatensis	5	2	species
764336	Trillium_x_miyabeanum	3	1	species
1405450	Trillium_erectum_x_Trillium_flexipes	5	2	species
261406	Polygonatum_x_miserum_Satake	4	1	species
1413207	Agave_x_arizonica	3	1	species
1821571	Agave_x_glomeruliflora_(Engelm.)_A.Berger	5	1	species
1232537	Agave_x_ajoensis	3	1	species
2056234	(Agave_angustifolia_x_Agave_amaniensis)_x_Agave_amaniensis	8	2	species
1878943	Yucca_brevifolia_x_Yucca_jaegeriana	5	2	species
1850448	Hosta_x_alismifolia	3	1	species
1315754	Nothoscordum_x_borbonicum	3	1	species
1932921	Allium_tulipifolium_x_Allium_robustum	5	2	species
931133	Allium_x_cepiforme	3	1	species
1572298	Allium_canadense_var._mobilense_x_Allium_canadense_var._fraseri	9	4	varietas
1433547	Allium_x_agarmyschicum	3	1	species
415141	Allium_vavilovii_x_Allium_cepa	5	2	species
88846	Allium_x_proliferum	3	1	species
1932920	Allium_robustum_x_Allium_tulipifolium	5	2	species
1234279	Crinum_x_powellii_Baker	4	1	species
2078681	Crinum_moorei_x_Crinum_ornatum	5	2	species
527286	Crinum_acaule_x_Crinum_glaucum	5	2	species
1306909	Lycoris_x_chejuensis_K.H.Tae_&_S.C.Ko	6	1	species
2382137	Lycoris_aurea_x_Lycoris_radiata	5	2	species
317649	Lycoris_chinensis_x_Lycoris_sprengeri	5	2	species
317648	Lycoris_chinensis_x_Lycoris_radiata_var._pumila	7	2	species
2320219	Lycoris_x_hubeiensis	3	1	species
1697120	Zephyranthes_x_ajax_Sprenger	4	1	species
1234280	Ismene_x_deflexa_Herb.	4	1	species
1157044	Galanthus_x_allenii	3	1	species
715484	Galanthus_x_valentinei_Beck	4	1	species
717934	Galanthus_rizehensis_x_Galanthus_woronowii	5	2	species
1175243	Galanthus_nivalis_x_Galanthus_x_valentinei	6	2	species
1695155	Narcissus_x_tuckeri	3	1	species
2599749	Narcissus_x_fosteri	3	1	subspecies
1695153	Narcissus_x_somedanus_Fern.Casado_Nava_&_Suarez_1998	8	1	species
879915	Narcissus_x_alentejanus_Fern.Casas_2008	5	1	species
1695152	Narcissus_x_rozeirae	3	1	species
1695149	Narcissus_x_carringtonii	3	1	species
1695150	Narcissus_x_herminii	3	1	species
1695137	Narcissus_x_hannibalis	3	1	species
879916	Narcissus_x_perezlarae_Font_Quer_1927	6	1	species
1682103	Narcissus_x_alleniae	3	1	species
1695145	Narcissus_triandrus_x_Narcissus_bulbocodium	5	2	species
1695144	Narcissus_rupicola_x_Narcissus_triandrus	5	2	species
1681213	Narcissus_asturiensis_x_Narcissus_obesus	5	2	species
1695135	Narcissus_cuatrecasasii_x_Narcissus_triandrus	5	2	species
2070357	Narcissus_x_cazorlanus	3	1	species
1695151	Narcissus_x_pujolii_Font_Quer	5	1	species
59032	Narcissus_x_odorus	3	1	species
1695147	Narcissus_x_barrae	3	1	species
2070358	Narcissus_x_felineri_Fern.Casas_1986	5	1	species
1695136	Narcissus_fernandesii_x_Narcissus_papyraceus	5	2	species
1695949	Narcissus_obesus_x_Narcissus_calcicola	5	2	species
1695148	Narcissus_x_brevitubulosus_A.Fern._1983	5	1	species
1695154	Narcissus_x_susannae_Fern.Casas_1980	5	1	species
527270	Clivia_x_cyrtanthiflora	3	1	species
1969848	Clivia_x_nimbicola_Swanev._Truter_&_A.E._van_Wyk_2006	10	1	species
44989	Eucharis_x_grandiflora_Planch._&_Linden	6	1	species
93030	x_Pardancanda	2	0	genus
234944	Iris_brevicaulis_x_Iris_fulva	5	2	species
34205	Iris_x_nepalensis_Wall._ex_Lindl._1824_non_Iris_nepalensis_D.Don_1825	12	1	species
1265915	Iris_sari_x_Iris_schachtii	5	2	species
1265914	Iris_sari_x_Iris_albicans	5	2	species
93031	Iris_x_norrisii	3	1	species
1265913	Iris_purpureobractea_x_Iris_schachtii	5	2	species
2050664	Iris_x_biliottii	3	1	species
184045	Iris_x_nelsonii_Randolph	4	1	species
1265912	Iris_germanica_x_Iris_schachtii	5	2	species
35876	Iris_x_hollandica	3	1	species
1265911	Iris_germanica_x_Iris_albicans	5	2	species
481128	Crocus_x_jessoppiae_Bowles	4	1	species
2510104	Freesia_x_kewensis_J.Wright_bis_1904	6	1	species
1053288	Crocosmia_x_crocosmiiflora_(Lemoine)_N.E.Br.	5	1	species
126618	Gladiolus_x_gandavensis_Van_Houtte	5	1	species
1769200	Gladiolus_x_hybridus	3	1	species
1607748	Gladiolus_imbricatus_x_Gladiolus_palustris	5	2	species
1497582	Eremurus_x_albocitrinus_Baker	4	1	species
210952	x_Astroworthia	2	0	genus
210953	x_Astroworthia_bicarinata_(Haw.)_G.D.Rowley	5	0	species
210973	Haworthia_x_kewensis_Poelln.	4	1	species
1429993	Aloe_x_spinosissima	3	1	species
1432682	Aloe_x_Aloiampelos	3	1	genus
1432683	Aloe_succotrina_x_Aloiampelos_ciliaris	5	2	species
366674	Hemerocallis_fulva_x_Hemerocallis_citrina	5	2	species
763455	Goodyera_x_chejuensis	3	1	species
1017227	Goodyera_x_tamnaensis	3	1	species
1530310	Spiranthes_x_itchetuckneensis	3	1	species
2169432	Spiranthes_x_kapnosperia	3	1	species
2502914	Spiranthes_australis_x_Spiranthes_sinensis	5	2	species
676132	Caladenia_x_exserta_Hopper_&_A.P.Br.	6	1	species
376108	Disa_x_maculomarronina_McMurtry	4	1	species
1954562	Anacamptis_x_Dactylorhiza	3	1	genus
1954563	Anacamptis_coriophora_x_Dactylorhiza_umbrosa	5	2	species
337431	Dactylorhiza_fuchsii_x_Dactylorhiza_incarnata	5	2	species
882724	Ophrys_x_arachnitiformis_Gren._&_Philippe	6	1	species
884019	Ophrys_x_arachnitiformis_subsp._archipelagi	5	1	subspecies
2034718	Ophrys_x_normanii_J.J.Wood_1983	5	1	species
443059	Ophrys_x_murbeckii_H.Fleischm.	4	1	species
243795	Ophrys_x_vasconica_(O.Danesch_&_E.Danesch)_P.Delforge	7	1	species
443065	Ophrys_x_philippei	3	1	species
443036	Ophrys_x_calypsus_M.Hirth_&_H.Spaeth	6	1	species
443030	Ophrys_x_benacensis_(Reisigl)_O.Danesch_&_E.Danesch	7	1	species
1158824	Ophrys_sphegodes_x_Ophrys_x_arachnitiformis_subsp._archipelagi	8	2	species
291409	Ophrys_x_castellana_Devillers-Tersch._&_Devillers	6	1	species
443043	Ophrys_x_explanata_(Lojac.)_P.Delforge	5	1	species
331509	Ophrys_x_holubyana_Andras.	4	1	species
443054	Ophrys_x_maremmae_O.Danesch_&_E.Danesch.	6	1	species
443040	Ophrys_x_dodekanensis	3	1	species
145954	Ophrys_x_splendida_Goelz_&_H.R.Reinhard	6	1	species
1198512	Ophrys_x_pietzschii	3	1	species
145949	Ophrys_x_promontorii_O.Danesch_&_E.Danesch	6	1	species
443029	Ophrys_x_balearica	3	1	species
1260926	Ophrys_apifera_x_Ophrys_insectifera	5	2	species
443058	Ophrys_x_morisii_(Martelli)_G.Keller_&_Soo	7	1	species
443041	Ophrys_x_drumana_P.Delforge	4	1	species
443048	Ophrys_x_homeri_M.Hirth_&_H.Spaeth	6	1	species
145938	Ophrys_x_delphinensis_O.Danesch_&_E.Danesch	6	1	species
1911459	Platanthera_x_hybrida_Bruegger	4	1	species
97906	Gymnadenia_x_densiflora	3	1	species
1561018	Himantoglossum_x_samariense	3	1	species
582708	Pterygodium_acutifolium_x_Pterygodium_catholicum	5	2	species
1076666	x_Oncidesa	2	0	genus
910433	x_Zelenkocidium_J.M.H.Shaw	3	0	genus
1076664	x_Ionocidium	2	0	genus
1076665	x_Miltassia_auct.	3	0	genus
590492	Gomesa_x_amicta_(Lindl.)_M.W.Chase_&_N.H.Williams	7	1	species
585854	Gomesa_lietzei_x_Gomesa_cornigera	5	2	species
910430	x_Colmanara	2	0	genus
910431	x_Degarmoara	2	0	genus
90892	Oncidium_cheirophorum_x_Oncidium_ornithorhynchum	5	2	species
1076663	x_Huangara	2	0	genus
910429	x_Beallara	2	0	genus
910432	x_Odontocidium	2	0	genus
590746	Trichocentrum_x_teaboanum	3	1	species
2108063	Cymbidium_sinense_x_Cymbidium_lancifolium	5	2	species
426869	Anguloa_x_ruckeri	3	1	species
1735039	Catasetum_x_roseoalbum_(Hook.)_Lindl._1840	6	1	species
1424664	Angraecum_bracteosum_x_Angraecum_striatum	5	2	species
2028573	Vanda_limbata_x_Vanda_testacea	5	2	species
420342	Papilionanthe_hookeriana_x_Papilionanthe_teres	5	2	species
4748	x_Doritaenopsis	2	0	genus
86511	Doritis_pulcherrima_x_Phalaenopsis_equestris	5	2	species
4749	x_Doritaenopsis_sp.	3	0	species
1692269	Phalaenopsis_celebensis_x_Phalaenopsis_equestris	5	2	species
212099	Phalaenopsis_x_intermedia	3	1	species
576364	Phalaenopsis_parishii_x_Phalaenopsis_pulcherrima	5	2	species
2505974	Phalaenopsis_aphrodite_x_Phalaenopsis_amabilis	5	2	species
2219872	Phalaenopsis_buyssoniana_x_Phalaenopsis_pulcherrima_x_Phalaenopsis_sp._PR-2018	9	2	species
204235	x_Mokara	2	0	genus
204236	x_Mokara_cv._'Yellow'	4	0	species
230116	Phalaenopsis_x_Doritaenopsis	3	1	genus
2555437	x_Vandaenopsis	2	0	genus
1378110	x_Vandachostylis	2	0	genus
1229174	x_Ascocenda	2	0	genus
1229177	x_Ascocenda_sp._NK-2012	4	0	species
29713	Arachnis_x_Vanda	3	1	genus
29714	x_Aranda_deborah	3	0	species
1499523	Calanthe_x_kibanakirishima_F.Maek.	4	1	species
142278	Cattleya_x_schroederiana	3	1	species
123207	Cattleya_x_fidelensis_(Pabst)_Van_den_Berg	7	1	species
1632125	Laelia_halbingeriana_x_Laelia_anceps	5	2	species
1799713	Laelia_x_crawshayana_Rchb.f.	4	1	species
1799712	Laelia_x_oaxacana_Salazar_&_R.Jimenez	6	1	species
1632130	Encyclia_rzedowskiana_x_Encyclia_cordigera	5	2	species
1632126	Encyclia_x_nizanburyi	3	1	species
1632129	Encyclia_nematocaulon_x_Encyclia_bractescens	5	2	species
1632128	Encyclia_cordigera_x_Encyclia_selligera	5	2	species
1632127	Encyclia_cordigera_x_Encyclia_hanburyi	5	2	species
1321956	Epidendrum_cochlidium_x_Epidendrum_schistochilum	5	2	species
1591372	Epidendrum_x_sandiorum	3	1	species
1417794	Epidendrum_madsenii_x_Epidendrum_rhopalostele	5	2	species
1401833	Epidendrum_madsenii_x_Epidendrum_falcisepalum	5	2	species
1321954	Epidendrum_calanthum_x_Epidendrum_cochlidium	5	2	species
1321955	Epidendrum_calanthum_x_Epidendrum_schistochilum	5	2	species
493169	x_Sophrolaeliocattleya	2	0	genus
493172	x_Sophrolaeliocattleya_'Love_Castle'	4	0	species
493168	x_Brassolaeliocattleya	2	0	genus
493171	x_Brassolaeliocattleya_'Sung_Ya_Green'	5	0	species
1191347	Dracula_x_radiosyndactyla	3	1	species
194499	Pleione_x_taliensis	3	1	species
2267672	Pleione_x_maoershanensis_W.Zhang_&_S.B.Zhang_2018	7	1	species
194497	Pleione_x_confusa	3	1	species
194496	Pleione_chunii_x_Pleione_hookeriana	5	2	species
2267671	Pleione_x_baoshanensis_W.Zhang_&_S.B.Zhang_2018	7	1	species
194498	Pleione_x_lagenaria	3	1	species
117951	Dendrobium_x_delicatum	3	1	species
1675670	Dendrobium_scabrilingue_x_Dendrobium_ellipsophyllum	5	2	species
1608503	Dendrobium_gouldii_x_Dendrobium_phalaenopsis	5	2	species
2588550	Vanilla_planifolia_x_Vanilla_pompona	5	2	species
669910	cf._Vanilla_bahiana_x_Vanilla_tahitensis_AB-2009	7	3	species
669897	Vanilla_x_tahitensis	3	1	species
669908	Vanilla_planifolia_x_Vanilla_tahitensis	5	2	species
1641953	Paphiopedilum_x_wuliangshanicum_Z.J.Liu_O.Gruss_&_L.J.Chen	7	1	species
1217867	Paphiopedilum_x_areeanum	3	1	species
232839	Paphiopedilum_philippinense_x_Paphiopedilum_stonei	5	2	species
999323	Paphiopedilum_x_venustoinsigne_Pradhan	4	1	species
1641952	Paphiopedilum_x_lushuiense_Z.J.Liu_&_S.C.Chen	6	1	species
1641954	Paphiopedilum_x_yingjiangense_Z.J.Liu_&_S.C.Chen	6	1	species
999322	Paphiopedilum_x_pradhanii	3	1	species
1841617	Paphiopedilum_godefroyae_x_Paphiopedilum_niveum	5	2	species
232840	Paphiopedilum_kolopakingii_x_Paphiopedilum_sanderianum	5	2	species
450946	Paphiopedilum_x_herrmannii_F.Fuchs_&_H.Reisinger	6	1	species
1000412	Paphiopedilum_spicerianum_x_Paphiopedilum_venustum	5	2	species
297280	Paphiopedilum_bellatulum_x_Paphiopedilum_delenatii	5	2	species
1510009	Paphiopedilum_callosum_x_Paphiopedilum_lawrenceanum	5	2	species
232841	Paphiopedilum_delenatii_x_Paphiopedilum_emersonii	5	2	species
1088820	Cypripedium_x_andrewsii_Fuller	4	1	species
1088838	Cypripedium_x_ventricosum_Sw.	4	1	species
2039727	Sabal_x_brazoriensis	3	1	species
1679538	Elaeis_oleifera_x_Elaeis_guineensis	5	2	species
1176936	Geonoma_brongniartii_x_Geonoma_deversa	5	2	species
1035561	x_Gigantocalamus_K.M.Wong_2011	4	0	genus
1035562	x_Gigantocalamus_malpenensis_K.M.Wong	4	0	species
1692268	Vriesea_carinata_x_Vriesea_incurvata	5	2	species
2602912	Vriesea_carinata_x_Vriesea_ensiformis	5	2	species
1842896	Tillandsia_x_duvalii_Duval	4	1	species
1908773	Wallisia_x_duvalii	3	1	species
679715	Guzmania_wittmackii_x_Guzmania_lingulata	5	2	species
203788	Puya_x_berteroniana	3	1	species
1566406	Pitcairnia_x_darblayana	3	1	species
1132833	Panicum_hallii_var._filipes_x_Panicum_hallii_var._hallii	9	4	varietas
2009206	Setaria_italica_x_Setaria_viridis	5	2	species
595544	Cenchrus_americanus_x_Cenchrus_purpureus	5	2	species
404567	Cenchrus_americanus_x_Cenchrus_squamulatus	5	2	species
873065	Cenchrus_americanus_x_Cenchrus_orientalis	5	2	species
2078732	Dichanthelium_laxiflorum_x_Dichanthelium_portoricense	5	2	species
2078722	Dichanthelium_aciculare_x_Dichanthelium_portoricense	5	2	species
2024909	Cymbopogon_khasianus_x_Cymbopogon_pendulus	5	2	species
334825	Zea_mays_subsp._mays_x_Zea_mays_subsp._parviglumis	9	4	subspecies
368615	Zea_mays_subsp._mays_x_Zea_perennis	7	4	species
1980702	Zea_mays_subsp._mays_x_Zea_luxurians	7	4	species
566566	Saccharum_officinarum_x_Saccharum_spontaneum	5	2	species
183674	Miscanthus_x_giganteus_J.M.Greef_&_Deuter_ex_Hodk._&_Renvoize_2001	11	1	species
1159485	Miscanthus_floridulus_x_Miscanthus_sinensis	5	2	species
2652153	Miscanthus_sacchariflorus_x_Miscanthus_sinensis	5	2	species
1325275	Saccharum_x_Sorghum	3	1	genus
143041	Sorghum_x_almum	3	1	species
1567008	Coix_aquatica_x_Coix_lacryma-jobi	5	2	species
1816180	Phragmites_mauritianus_x_Phragmites_australis	5	2	species
391770	Eragrostis_x_pseudo-obtusa_De_Winter	5	1	species
946613	Muhlenbergia_x_involuta_Swallen	4	1	species
1986421	Tridens_x_oklahomensis_(Feath.)_Feath._1951	6	1	species
75729	Cynodon_x_magennisii	3	1	species
2050563	Cynodon_transvaalensis_x_Cynodon_dactylon	5	2	species
1920021	Cynodon_dactylon_x_Cynodon_transvaalensis	5	2	species
1704191	Chloris_x_subdolichostachya	3	1	species
1886614	Spartina_x_neyrautii_Foucaud	4	1	species
334567	Sporobolus_alterniflorus_x_Sporobolus_densiflora	5	2	species
1629690	Sporobolus_x_eatonianus	3	1	species
198504	Sporobolus_x_townsendii_(H.Groves_&_J.Groves)_P.M.Peterson_&_Saarela	9	1	species
334566	Sporobolus_densiflorus_x_Spartina_foliosa	5	2	species
1070857	Zoysia_japonica_x_Zoysia_pacifica	5	2	species
551113	Oryza_sativa_x_Oryza_glaberrima	5	2	species
441961	Oryza_glaberrima_x_Oryza_sativa	5	2	species
1054584	Oryza_sativa_x_Oryza_longistaminata	5	2	species
1853067	Oryza_barthii_x_Oryza_glaberrima	5	2	species
1351824	Oryza_nivara_x_Oryza_sativa	5	2	species
471963	Oryza_nivara_x_Oryza_rufipogon	5	2	species
1077957	Oryza_rufipogon_x_Oryza_sativa	5	2	species
662820	Phyllostachys_edulis_x_Phyllostachys_bambusoides	5	2	species
662818	Phyllostachys_kwangsiensis_x_Phyllostachys_bambusoides	5	2	species
673911	Arundinaria_gigantea_x_Arundinaria_tecta	5	2	species
673909	Arundinaria_appalachiana_x_Arundinaria_tecta	5	2	species
673910	Arundinaria_gigantea_x_Arundinaria_appalachiana	5	2	species
2576741	Bambusa_pervariabilis_x_Bambusa_grandis	5	2	species
716862	Dendrocalamus_hamiltonii_x_Dendrocalamus_latiflorus	5	2	species
716860	Bambusa_x_Dendrocalamus	3	1	genus
716861	Bambusa_textilis_x_Dendrocalamus_latiflorus	5	2	species
2337201	x_Thyrsocalamus_Sungkaew_&_W.L.Goh_2018	6	0	genus
2337202	x_Thyrsocalamus_liang_Sungkaew_&_W.L.Goh_2018	7	0	species
49317	x_Triticosecale	2	0	genus
420454	Triticum_sp._ZXZ-2007_x_Secale_strictum_subsp._africanum	8	3	species
49318	Secale_cereale_x_Triticum_aestivum	5	2	species
1258685	Secale_strictum_subsp._africanum_x_Triticum_turgidum_subsp._durum	9	4	species
420450	Secale_strictum_subsp._africanum_x_Triticum_turgidum_subsp._carthlicum	9	4	species
420451	Secale_strictum_subsp._africanum_x_Triticum_aestivum	7	4	species
420455	x_Triticosecale_sp._ZXZ-2007	4	0	species
376527	x_Triticosecale_sp._Altayskaya_5	5	0	species
416072	x_Triticosecale_sp._Chase_19308	5	0	species
142809	Secale_cereale_x_Triticum_turgidum_subsp._durum	7	2	species
68894	x_Tritordeum_Asch._&_Graeb.	5	0	genus
376523	x_Tritordeum_sp._HT109	4	0	species
68897	x_Tritordeum_sp.	3	0	species
1227784	x_Tritordeum_sp._HchDD	4	0	species
49967	Triticum_turgidum_subsp._durum_x_Hordeum_chilense	7	4	species
376524	x_Tritordeum_sp._HTC1380	4	0	species
420452	Aegilops_x_Secale	3	1	genus
420453	Aegilops_tauschii_x_Secale_sylvestre	5	2	species
1158823	Aegilops_tauschii_x_Secale_cereale	5	2	species
407946	Leymus_cinereus_x_Leymus_triticoides	5	2	species
1350037	Leymus_x_vancouverensis	3	1	species
1725131	Psathyrostachys_huashanica_x_Psathyrostachys_juncea	5	2	species
998612	Agropyron_cristatum_x_Agropyron_desertorum	5	2	species
1521442	Agropyron_x_Elymus	3	1	genus
1521443	(Agropyron_x_Elymus_ircutensis_x_Elymus)_sp._Alt_10-278	9	1	species
1541860	x_Elymordeum_LePage	3	0	genus
1541861	x_Elyhordeum_schmidii_(Melderis)_Melderis	5	0	species
89346	Elymus_x_Leymus	3	1	genus
89347	Elymus_elymoides_x_Leymus_salinus_subsp._salmonis	7	2	species
1301387	Hordeum_jubatum_subsp._x_intermedium_Bowden	6	3	subspecies
1189295	Elymus_x_Kengyilia	3	1	genus
1189301	Elymus_nutans_x_Kengyilia_rigidula	5	2	species
1189298	Elymus_nutans_x_Kengyilia_sp._JZ-2012	6	2	species
1189300	Elymus_sp._JZ-2012_x_Kengyilia_melanthera	6	3	species
1189299	Elymus_nutans_x_Kengyilia_melanthera	5	2	species
488179	Triticum_x_Lophopyrum	3	1	genus
432383	Aegilops_sharonensis_x_Aegilops_umbellulata	5	2	species
698807	Aegilops_longissima_x_Aegilops_tauschii	5	2	species
698806	Aegilops_bicornis_x_Aegilops_tauschii	5	2	species
1774292	Aegilops_geniculata_x_Aegilops_triuncialis	5	2	species
376530	Triticum_x_timococcum	3	1	species
49315	Triticum_durum_x_Triticosecale_sp.	5	2	species
376529	Triticum_x_soveticum	3	1	species
1413217	Triticum_aestivum_x_Triticum_dicoccoides	5	2	species
4566	Triticum_aestivum_x_Triticum_timopheevi	5	2	species
376531	Triticum_x_dimococcum	3	1	species
1586742	Triticum_monococcum_subsp._aegilopoides_x_Triticum_urartu	7	4	species
376528	Triticum_x_fungicidum_Zhuk.	4	1	species
222993	Thinopyrum_x_Triticum	3	1	genus
488177	Triticum_aestivum_x_Thinopyrum_elongatum	5	2	species
1450419	Thinopyrum_intermedium_x_Triticum_aestivum	5	2	species
222994	Thinopyrum_ponticum_x_Triticum_aestivum	5	2	species
289427	x_Aegilotriticum	2	0	genus
376526	x_Aegilotriticum_sp._KU_224	5	0	species
698803	Triticum_aestivum_x_Aegilops_longissima	5	2	species
2259637	Aegilops_tauschii_x_Triticum_aestivum	5	2	species
1986980	Triticum_urartu_x_Aegilops_tauschii	5	2	species
1245757	Triticum_ispahanicum_x_Aegilops_cylindrica	5	2	species
1986370	Triticum_urartu_x_Aegilops_longissima	5	2	species
501331	Aegilops_tauschii_subsp._tauschii_x_Triticum_turgidum_subsp._polonicum	9	4	species
285950	Aegilops_tauschii_x_Triticum_turgidum	5	2	species
866788	Triticum_aestivum_x_Aegilops_crassa	5	2	species
1986981	Aegilops_longissima_x_Triticum_urartu	5	2	species
1593904	Triticum_dicoccon_x_Aegilops_tauschii_subsp._strangulata	7	2	species
698804	Triticum_turgidum_subsp._durum_x_Aegilops_sharonensis	7	4	species
1593905	Triticum_turgidum_subsp._durum_x_Aegilops_tauschii_subsp._strangulata	9	4	species
1897138	Triticum_aestivum_x_Aegilops_sharonensis	5	2	species
698805	Triticum_turgidum_subsp._durum_x_Aegilops_tauschii	7	4	species
1897139	Triticum_durum_x_Aegilops_comosa	5	2	species
454200	Aegilops_tauschii_x_Triticum_urartu	5	2	species
488220	Aegilops_sharonensis_x_Triticum_monococcum	5	2	species
488219	Aegilops_speltoides_x_Triticum_urartu	5	2	species
1550214	Glyceria_x_pedicellata_F.Towns.	4	1	species
2081774	Stipa_x_alaica_Pazij_1968	5	1	species
2081767	Stipa_x_brevicallosa_M.Nobis_2013	5	1	species
1052122	Achnatherum_x_bloomeri	3	1	species
497297	Calamagrostis_x_acutiflora_(Schrad.)_DC._1815	6	1	species
416024	x_Calammophila_Brand_1907	4	0	genus
416025	x_Calammophila_baltica	3	0	species
1440629	x_Agropogon	2	0	genus
416053	x_Agropogon_lutosus	3	0	species
345908	Agrostis_gigantea_x_Agrostis_stolonifera	5	2	species
590136	Helictotrichon_x_krischae_Melzer_1968	5	1	species
1080144	Avena_atlantica_x_Avena_hirtula	5	2	species
1080143	Avena_strigosa_x_Avena_wiestii	5	2	species
2086596	x_Trisetopsotrichon_Roeser_&_A.Woelk_2017	6	0	genus
2163555	Sesleria_kalnikensis_x_Sesleria_sadleriana	5	2	species
426367	Festuca_idahoensis_x_Festuca_ovina	5	2	species
426366	Festuca_idahoensis_x_Festuca_roemeri	5	2	species
2604626	Festuca_rubra_x_Festuca_arctica	5	2	species
445033	x_Festulolium_Asch._&_Graebn.	5	0	genus
445035	x_Festulolium_holmbergii_(Doerfl.)_P.Fourn.	5	0	species
311981	Festuca_glaucescens_x_Lolium_multiflorum	5	2	species
445034	x_Festulolium_braunii_(K.Richt.)_A.Camus	5	0	species
766030	Festuca_x_Lolium_sp._DK-2010	5	1	species
480553	Lolium_multiflorum_x_Lolium_perenne	5	2	species
944273	Lolium_x_hybridum_Hausskn.	4	1	species
289075	Poa_secunda_x_Poa_pratensis	5	2	species
1588128	Poa_x_nannfeldtii	3	1	species
1445892	Poa_arachnifera_x_Poa_pratensis	5	2	species
2290781	Poa_pratensis_x_Poa_alpigena	5	2	species
87705	Poa_x_jemtlandica	3	1	species
2492436	Poa_arctica_x_Poa_stenantha	5	2	species
2290780	Poa_palustris_x_Poa_nemoralis	5	2	species
679640	Schoenoplectus_x_trapezoideus	3	1	species
679639	Schoenoplectus_gemmifer_x_Schoenoplectus_hotarui	5	2	species
314430	Carex_x_interjecta_Waisb.	4	1	species
2600408	Carex_x_kneuckeri_P.Fourn._1928	5	1	species
644188	Carex_aquatilis_x_Carex_recta	5	2	species
1457398	Carex_x_stenolepis_Less._1831_non_Torr._1836	8	1	species
571092	Carex_demissa_x_Carex_lepidocarpa	5	2	species
644189	Carex_recta_x_Carex_paleacea	5	2	species
571090	Carex_borbonica_x_Carex_boryana	5	2	species
502469	Carex_leptosaccus_x_Carex_lycurus	5	2	species
1088029	Carex_demissa_x_Carex_viridula	5	2	species
469262	Scirpus_x_mariqueter	3	1	species
747364	Typha_x_glauca	3	1	species
644753	Typha_x_smirnovii_Mavrodiev	4	1	species
1407753	Sparganium_japonicum_x_Sparganium_fallax	5	2	species
1407754	Sparganium_angustifolium_x_Sparganium_emersum	5	2	species
1777930	Heliconia_caribaea_x_Heliconia_bihai	5	2	species
1932192	Heliconia_x_rauliniana_Barreiros_ex_Barreiros	6	1	species
110739	Hedychium_gardnerianum_x_Hedychium_hasseltii	5	2	species
1505241	Hedychium_x_natmataungense_Nob.Tanaka	4	1	species
252243	Hedychium_x_raffillii	3	1	species
904899	Roscoea_cautleyoides_x_Roscoea_humeana	5	2	species
1053995	Costus_pulverulentus_x_Costus_scaber	5	2	species
341692	Canna_x_orchioides_L.H.Bailey	4	1	species
1658242	Musa_x_paradisiaca_x_Musa_textilis	6	1	species
1001265	Musa_banksii_x_Musa_schizocarpa	5	2	species
929410	Musa_acuminata_x_Musa_textilis	5	2	species
929409	Musa_acuminata_x_Musa_schizocarpa	5	2	species
89151	Musa_x_paradisiaca_L.	4	1	species
495150	Musa_balbisiana_x_Musa_textilis	5	2	species
524048	Anigozanthos_humilis_x_Anigozanthos_manglesii	5	2	species
428213	Tradescantia_x_andersoniana	3	1	species
65599	Tradescantia_ohiensis_x_Tradescantia_paludosa	5	2	species
1529971	Pandanus_spiralis_x_Pandanus_aquaticus	5	2	species
1529970	Pandanus_cookii_x_Pandanus_tectorius	5	2	species
1529969	Pandanus_cookii_x_Pandanus_solms-laubachii	5	2	species
