ID	Taxon	String_len	hybrid_marker_Loc	Rank
1552891	Vallisneria_densiserrulata_x_Vallisneria_spiralis	5	2	species
1561845	Najas_canadensis_x_Najas_flexilis	5	2	species
713676	Stuckenia_amblyophylla_x_Stuckenia_pamirica	5	2	species
713678	Stuckenia_pectinata_x_Stuckenia_filiformis	5	2	species
713677	Stuckenia_pamirica_x_Stuckenia_filiformis	5	2	species
2510636	Stuckenia_macrocarpa_x_Stuckenia_pectinata	5	2	species
1940155	Potamogeton_x_sudermanicus	3	1	species
997769	Potamogeton_alpinus_x_Potamogeton_natans	5	2	species
640294	Potamogeton_x_schreberi_G.Fisch.	4	1	species
2052800	Potamogeton_x_nerviger	3	1	species
2482955	Potamogeton_gramineus_x_Potamogeton_lucens	5	2	species
519407	Potamogeton_oakesianus_x_Potamogeton_gramineus	5	2	species
2083062	Potamogeton_pulcher_x_Potamogeton_oakesianus	5	2	species
645000	Potamogeton_x_anguillanus_Koidz.	4	1	species
1164826	Potamogeton_crispus_x_Potamogeton_praelongus	5	2	species
997771	Potamogeton_x_vepsicus_A.A.Bobrov_&_Chemeris	6	1	species
713662	Potamogeton_distinctus_x_Potamogeton_nodosus	5	2	species
2013025	Potamogeton_x_khuzestanicus	3	1	species
713673	Potamogeton_wrightii_x_Potamogeton_perfoliatus	5	2	species
639621	Potamogeton_x_assidens_Z.Kaplan_Zalewska-Gal._&_Ronikier	7	1	species
713661	Potamogeton_distinctus_x_Potamogeton_gramineus	5	2	species
749677	Potamogeton_crispus_x_Potamogeton_ochreatus	5	2	species
703133	Potamogeton_berchtoldii_subsp._gemmiparus_x_Potamogeton_vaseyi	7	4	species
418826	Potamogeton_x_torssanderi	3	1	species
1437490	Potamogeton_x_clandestinus	3	1	species
713670	Potamogeton_pusillus_x_Potamogeton_berchtoldii	5	2	species
1899315	Potamogeton_ferrugineus_x_Potamogeton_berteroanus	5	2	species
713671	Potamogeton_pusillus_x_Potamogeton_oxyphyllus	5	2	species
639620	Potamogeton_x_subobtusus_Hagstr.	4	1	species
447712	Potamogeton_x_orientalis_Hagstr.	4	1	species
713675	Potamogeton_wrightii_x_Potamogeton_x_anguillanus	6	2	species
713668	Potamogeton_perfoliatus_x_Potamogeton_praelongus	5	2	species
399505	Potamogeton_x_malainoides_Miki	4	1	species
1211646	Potamogeton_x_gessnacensis	3	1	species
645001	Potamogeton_x_kamogawaensis_Miki	4	1	species
265209	Potamogeton_x_nitens_Weber	4	1	species
319221	Potamogeton_x_inbaensis	3	1	species
703131	Potamogeton_foliosus_x_Potamogeton_pusillus	5	2	species
519406	Potamogeton_bicupulatus_x_Potamogeton_epihydrus	5	2	species
1809057	Potamogeton_x_apertus	3	1	species
713667	Potamogeton_octandrus_x_Potamogeton_foliosus	5	2	species
997770	Potamogeton_gramineus_x_Potamogeton_nodosus	5	2	species
292608	Potamogeton_pusillus_x_Potamogeton_foliosus	5	2	species
2482956	Potamogeton_lucens_x_Potamogeton_perfoliatus	5	2	species
397086	Potamogeton_x_haynesii	3	1	species
519408	Potamogeton_perfoliatus_x_Potamogeton_epihydrus	5	2	species
1405353	Potamogeton_berchtoldii_x_Potamogeton_sibiricus	5	2	species
713665	Potamogeton_nodosus_x_Potamogeton_wrightii	5	2	species
1954356	Potamogeton_berchtoldii_x_Potamogeton_trichoides	5	2	species
713674	Potamogeton_wrightii_x_Potamogeton_praelongus	5	2	species
1055485	Potamogeton_x_maemetsiae	3	1	species
1954357	Potamogeton_obtusifolius_x_Potamogeton_berchtoldii	5	2	species
1515687	Potamogeton_lucens_x_Potamogeton_nodosus	5	2	species
713663	Potamogeton_distinctus_x_Potamogeton_wrightii	5	2	species
713664	Potamogeton_maackianus_x_Potamogeton_acutifolius	5	2	species
519409	Potamogeton_perfoliatus_x_Potamogeton_richardsonii	5	2	species
703130	Potamogeton_berchtoldii_x_Potamogeton_vaseyi	5	2	species
713672	Potamogeton_wrightii_x_Potamogeton_distinctus	5	2	species
713666	Potamogeton_octandrus_x_Potamogeton_cristatus	5	2	species
713669	Potamogeton_praelongus_x_Potamogeton_wrightii	5	2	species
365731	Alisma_x_juzepczukii_Tzvelev	4	1	species
174190	Caladium_x_hortulanum_Birdsey	4	1	species
2152984	Philodendron_x_domesticum_G.S.Bunting_1966	5	1	species
926555	Cryptocoryne_x_purpurea_Ridl.	4	1	species
926557	Cryptocoryne_x_purpurea_var._purpurea	5	1	varietas
1100793	Aponogeton_crispus_x_Aponogeton_rigidifolius	5	2	species
1100792	Aponogeton_crispus_x_Aponogeton_jacobsenii	5	2	species
888998	Posidonia_angustifolia_x_Posidonia_australis	5	2	species
256643	Nymphaea_colorata_x_Nymphaea_gigantea	5	2	species
1543972	Nymphaea_leibergii_x_Nymphaea_tetragona	5	2	species
564216	Nymphaea_x_marliacea_W.Watson	4	1	species
1407600	Nymphaea_leibergii_x_Nymphaea_odorata	5	2	species
1407599	Nymphaea_odorata_x_Nymphaea_tetragona	5	2	species
349234	Victoria_amazonica_x_Victoria_cruziana	5	2	species
1331323	Nuphar_x_spenneriana_Gaudin_1828	5	1	species
